Erreferentz,color_1_walk,color_1_bike
8996302,9,11
8996303,0,13
8996279,23,3
8996295,16,2
8996275,24,0
8996276,15,3
8996277,14,13
8996278,22,5
8996288,10,12
8996273,20,17
8996282,11,20
8996283,5,23
8996284,16,1
8996285,22,10
8996286,8,17
8996322,1,1
8996323,4,20
8996332,18,18
8996327,17,0
8996310,22,16
8996393,9,0
8996317,18,7
8895011,18,20
8996484,11,3
8895046,22,1
8895066,10,3
8895105,20,22
8996486,4,14
8895104,11,4
8996487,8,10
8895103,15,24
8996497,18,10
8895102,8,22
8996489,21,16
8895101,13,6
8895100,0,13
8996481,24,1
8895099,0,16
8996491,12,24
8895089,17,5
8996492,6,0
8895097,15,22
8895106,22,18
8996493,8,12
8895095,2,12
8996494,24,5
8996495,11,21
8895094,5,9
8996473,12,7
8895093,19,2
8996490,11,14
8895092,8,11
8996488,10,12
8895098,7,24
8996466,2,0
8895090,18,14
8996467,20,2
8996468,13,13
8996498,5,7
8996470,18,16
8996045,2,9
8996023,4,5
8996021,19,23
8996037,17,21
8996017,1,14
8996018,11,21
8996019,17,8
8996020,14,6
8996030,4,5
8996022,0,21
8996015,12,14
8996024,22,4
8996025,3,13
8996026,4,16
8996027,5,21
8996028,24,5
8996063,4,14
8996072,10,0
8996073,1,20
8996074,12,7
8996075,0,5
8996077,24,3
8996055,24,23
8996053,4,15
8996069,0,23
8996049,6,11
8996050,0,18
8996051,24,17
8996052,19,1
8996062,21,3
8996054,22,21
8996047,16,11
8996056,24,19
8996057,18,3
8996058,0,21
8996059,0,19
8996060,12,19
8996158,4,8
8996029,17,11
8996125,23,15
8996225,5,16
8996226,4,2
8996227,5,15
8996229,1,5
8996239,19,13
8996231,23,19
8996224,6,2
8996233,16,23
8996234,5,15
8996235,23,1
8996236,21,14
8996237,17,0
8996238,4,23
8996214,22,13
8996210,4,10
8996211,10,20
8996223,10,3
8996215,6,7
8896039,19,1
8896040,1,9
8996218,21,22
8996219,0,6
8896051,5,4
8896042,21,9
8996220,7,13
8896033,7,19
8996221,17,20
8896044,6,9
8996222,0,24
8896045,17,15
8996246,4,13
8996271,13,13
8996232,8,2
8896103,12,10
8896104,22,17
8896105,9,11
8996265,24,5
8896106,17,3
8996263,10,17
8996241,0,14
8996242,20,4
8996243,0,23
8896107,16,11
8896080,14,18
8896100,13,19
8896074,16,14
8996255,17,7
8896075,5,20
8896076,24,4
8996427,8,4
8996469,5,14
8896079,5,5
8996429,13,6
8896091,19,19
8896081,23,24
8996431,9,11
8896072,7,17
8996409,23,19
8996407,18,20
8996423,23,12
8896083,15,9
8996403,9,7
8896084,23,13
8996404,20,4
8896085,4,16
8896086,4,3
8896087,7,5
8996406,22,3
8896088,9,0
8996416,2,5
8896089,24,1
8996408,21,3
8996401,5,0
8996410,1,3
8996411,16,4
8896090,5,21
8996412,22,3
8996413,0,15
8896010,9,6
8996414,20,19
8896013,12,2
8996434,21,3
8996402,16,23
8996425,13,6
8896011,0,22
8996450,8,23
8996451,1,14
8896008,3,18
8996452,11,9
8896001,2,14
8996453,20,13
8896030,16,15
8896007,16,0
8896029,23,15
8896004,21,11
8896016,0,4
8896017,3,9
8996096,18,13
8996097,23,8
8996098,9,14
8996496,10,16
8996472,3,10
8996465,5,17
8996474,5,14
8996475,17,17
8996476,6,14
8896320,12,17
8996477,2,24
8996478,5,16
8896319,16,10
8996479,4,12
8896317,9,12
8996471,0,4
8996514,6,19
8896328,12,16
8996516,19,11
8996517,9,3
8996518,2,17
8996519,8,7
8896367,22,21
8996515,2,23
8896371,11,22
8896365,22,10
8996521,6,11
8896363,9,15
8996522,7,3
8896253,5,19
8996523,18,12
8896361,7,3
8896335,13,9
8896362,2,9
8896346,23,13
8896347,14,1
8896352,6,24
8896351,6,2
8896344,8,2
8896353,8,20
8896354,19,22
8896355,8,4
8896358,10,3
8896368,13,12
8896359,7,17
8896349,9,8
8896348,9,4
8896345,6,7
8896350,8,3
8896366,11,13
8996524,11,10
8996525,4,12
8996528,17,13
8996527,4,19
8896053,10,2
8996526,7,1
8996520,17,12
8896055,6,2
8996505,22,1
8996499,23,12
8896059,15,10
8996513,17,22
8896071,23,15
8996415,8,0
8896061,13,14
8896052,4,21
8996418,8,23
8896063,10,1
8996421,0,24
8896064,18,14
8896065,9,21
8996432,7,23
8896066,5,2
8996424,24,17
8896067,13,1
8896068,6,2
8996417,8,2
8996457,5,5
8996033,23,4
8896043,5,24
8996036,10,3
8996095,16,8
8996254,4,12
8996105,0,13
8996107,13,24
8996108,23,4
8996109,5,20
8996085,13,20
8896226,15,22
8896251,10,24
8896249,11,13
8896215,4,10
8896216,2,22
8896058,13,20
8996510,11,1
8996511,2,13
8996512,12,8
8996509,10,21
8996046,10,23
8996031,15,0
8996040,19,5
8996041,9,10
8996042,9,0
8996043,13,22
8996044,0,0
8896222,1,13
8896225,7,13
8896341,23,2
8896229,14,1
8995113,21,17
8995200,21,5
8995199,23,1
8895059,7,1
8896326,7,20
8896233,24,9
8994011,2,24
8896295,7,9
8994073,3,10
8994088,13,3
8994089,20,16
8996152,8,13
8996150,18,17
8996166,12,13
8996188,18,19
8996176,20,22
9095011,17,20
8995184,2,22
8995161,6,0
8895015,1,23
8895024,0,12
8996168,15,9
8996193,7,10
8996194,0,24
8996195,11,23
8895038,10,12
8995146,5,7
8996379,10,4
8895049,0,16
8894009,7,9
8994084,23,6
8994082,3,16
8893045,20,19
8996381,20,15
8993022,15,20
8994026,3,3
8895003,5,4
8994034,21,18
8996458,20,0
8893016,13,2
8893029,21,5
8996198,3,22
8893028,10,1
8896131,19,21
8993018,21,24
8895088,4,3
8996383,10,0
8996099,8,1
8996207,3,14
8996038,12,24
8896325,20,15
8896221,18,14
8995001,19,17
8994078,3,6
8996007,24,18
8996010,10,17
8895057,24,5
8996350,10,18
8994059,4,16
9095015,13,4
8896162,24,24
8896176,2,13
8896177,5,5
8896178,16,21
8995088,23,10
8995084,14,4
8995076,8,9
8995035,1,4
8995036,8,23
8995037,16,13
8995040,8,1
8995053,3,4
9095009,4,11
9095018,15,7
9095006,15,24
9095005,1,5
8995062,17,17
9095010,13,5
8995175,10,21
8995166,5,0
8995167,2,22
8995168,15,1
8994027,17,18
8994069,10,20
8895022,23,8
8996503,13,6
8996508,6,11
8996506,13,7
8996504,10,11
8996502,11,10
8996507,18,14
8996501,21,13
8996500,14,4
8996480,10,6
8996419,15,20
8996420,1,5
8996422,19,19
8995160,8,22
8995162,3,12
8995149,22,23
8995164,0,10
8995165,15,23
8995169,14,20
8996048,16,8
8996016,3,21
8996039,24,12
8996064,12,9
8996065,10,14
8996066,20,6
8996067,13,3
8996068,11,12
8996078,3,2
8996070,4,8
8995173,24,3
8896046,22,15
8896047,19,3
8896048,1,18
8996203,15,23
8896049,1,2
8896050,6,3
8896073,0,5
8896102,6,10
8896070,18,20
8896094,9,7
8896095,24,4
8896097,18,16
8896041,3,6
8896098,0,16
8896099,5,2
8896111,23,24
8896101,14,21
8896092,13,16
8896077,4,12
8896078,22,0
8995139,10,21
8996454,12,11
8996456,21,21
8996449,0,10
8996459,13,2
8996189,3,17
8995159,11,0
8995155,0,22
8895053,10,2
8896009,7,12
8996181,0,7
8893041,18,11
8896360,13,23
8996562,3,3
8996529,14,5
8996280,24,15
8996208,9,12
4780197,11,23
5571408,4,20
7382186,6,5
7382001,23,19
7382111,4,16
8995043,7,10
6276039,18,12
6276041,24,21
6276037,20,11
6276036,2,4
6475002,11,5
6375001,11,18
6576029,8,10
6576045,7,9
6576047,10,7
6576049,3,20
6576020,24,10
6275004,4,20
6576001,23,1
5365003,18,5
5881046,16,22
5888003,19,23
4276018,0,10
9295041,10,1
5888004,24,19
7974037,10,22
4481011,8,1
4381225,20,14
4381224,19,11
4381222,8,13
4582022,3,19
4283005,2,15
4381719,2,12
4482106,9,20
4381221,6,10
4381718,16,16
4482103,4,13
4582030,15,12
4381234,11,12
4483011,16,23
4381220,5,4
4380007,8,8
4383010,21,14
4381219,10,20
4384012,22,14
4381206,11,15
4381720,5,8
4483015,11,19
4182001,13,5
4381229,14,17
4381215,20,3
4284004,24,7
4381214,3,7
4283002,10,15
4282025,0,23
4381213,22,1
4283003,13,13
4381212,7,12
4384014,0,23
4381211,5,0
4383007,24,16
4383006,12,10
4381503,4,23
4381415,3,7
4381502,10,5
4281091,7,14
4281074,16,5
4281029,21,19
4281030,6,21
4482028,18,10
4381216,14,18
4281331,13,17
4381218,10,24
4381516,16,14
4381499,1,2
4381498,17,10
4381252,14,14
4583011,4,6
4381251,21,9
4381485,9,20
4381250,5,3
4381249,6,21
4381248,21,9
4482025,22,5
4382049,23,10
4381247,3,24
4482024,7,9
4381246,15,16
4281328,15,18
4381469,12,4
4482049,20,2
4481010,13,6
4481009,13,23
4583010,14,23
4482032,1,11
4481008,6,5
4381245,2,22
4381493,9,23
4281025,17,1
4381244,0,16
4381243,21,19
4381253,8,23
4482055,22,16
4381239,19,21
4381238,23,18
4381237,5,0
4381236,16,15
4481001,3,13
4382044,10,9
4381159,12,21
4381492,10,17
4381491,23,5
4582024,5,13
4381488,12,0
4381487,10,0
4483003,5,5
4482053,15,8
4583018,4,18
4381327,0,24
4381497,24,10
4381529,12,11
4282024,2,13
4381528,6,22
4185004,12,24
4381371,18,11
4381271,12,18
4281085,21,12
4381527,0,3
4381358,1,19
4381270,11,7
4381526,0,9
4281358,14,9
4381269,21,21
4281357,3,2
4281356,12,23
4281353,9,20
4381267,24,20
4382014,3,9
4381254,10,13
4281415,1,18
4381525,9,21
4381265,18,7
4482031,5,19
4381524,3,5
4381523,16,9
4381432,8,18
4281341,3,10
4281050,19,17
4181010,1,16
4281069,2,10
4281452,21,2
4381417,14,6
4281348,7,7
4281346,21,8
4281345,18,10
4281092,11,19
4281094,20,23
4281344,15,19
4281343,17,3
4583001,15,19
4281342,17,14
4281313,23,4
4583008,19,20
4583003,16,11
4281285,0,7
4281323,14,14
4281300,3,12
4281299,15,23
4281298,15,18
4281297,9,12
4281296,4,9
4281295,20,8
4583005,24,3
4381712,0,7
4381416,23,15
4381179,7,0
4281284,10,7
4381347,21,13
4281293,3,17
4381345,2,15
4482033,20,7
4381403,21,16
4381137,19,23
4281302,9,5
4381402,8,4
4381401,14,16
4381400,24,16
4381399,2,15
4281291,4,22
4281290,24,6
4381398,13,18
4381397,8,18
4381396,8,12
4281289,4,17
4381471,1,16
4381427,22,24
4381406,7,5
4281441,6,23
4482023,16,19
4381052,5,5
4381061,3,22
4381542,13,24
4381034,4,6
4382076,24,23
4583024,17,16
4381049,14,10
4381038,24,7
4483008,11,8
4381147,2,5
4381027,13,1
4381040,15,9
4583020,14,24
4583015,20,15
4583014,13,1
4381041,10,5
4381042,8,21
4381043,20,11
4583013,19,8
4583019,23,6
4381618,6,19
4381521,7,19
4381617,6,5
4381616,19,15
4381615,18,10
4482012,9,6
4381614,1,9
4482018,9,2
4381613,19,11
4482016,22,17
4482015,16,23
4382026,3,19
4482001,2,22
4382025,13,16
4482022,20,15
4381608,24,16
4381716,1,18
4482009,16,14
4381607,16,12
4482008,2,4
4382021,16,19
4382020,9,15
4381544,5,3
4482017,16,11
4381235,2,6
4381315,4,0
4381187,5,7
4582015,0,3
4381318,22,2
4284002,10,8
4381319,17,18
4381323,15,20
4381264,8,23
4381721,20,18
4381722,1,13
4381625,13,22
4381626,4,17
4381377,8,18
4381378,1,21
4381379,11,17
4381561,1,3
4582018,15,14
4381557,9,5
4381426,12,7
4382095,5,17
4382057,3,8
4382082,4,12
4381620,18,11
4382084,12,2
4482105,17,13
4482096,8,14
4482097,17,10
4483005,15,20
4382075,24,18
4482107,4,18
4381033,11,8
4381286,19,13
4381289,12,17
4482099,5,2
4381126,13,20
4381537,9,19
4381291,4,2
4381292,0,11
4381293,11,9
4381295,24,23
4382061,23,10
4382060,11,7
4381296,15,7
4382065,17,2
4382089,0,10
4582023,23,2
4181025,16,6
4582010,22,16
4482005,9,15
4382080,7,12
4382092,8,6
4281469,15,21
4281320,0,21
4382088,0,20
4282026,12,8
4381324,3,22
4381242,16,23
4381158,0,24
4381278,17,3
4381717,14,17
4181014,9,8
4381228,4,3
4381287,13,4
4381183,0,5
4482100,14,22
4381203,5,14
4382067,18,1
4382068,14,9
4381519,17,20
4382056,0,6
4581001,15,14
4381736,1,14
4381664,5,20
4381633,4,23
4381367,13,0
4482019,22,6
4482020,8,22
4382072,23,12
4482052,5,17
4483014,17,9
4185008,13,20
4185009,19,6
4181018,24,15
4281443,17,2
4281464,10,11
4281438,21,1
4281462,5,15
4382091,5,7
4281439,10,22
4281463,0,16
4382063,21,16
4281440,9,14
4281467,13,8
4382098,0,12
4281426,24,22
4381444,12,3
4382093,19,9
4382096,8,12
4381446,6,2
4281312,6,16
4382100,4,15
4582014,23,9
4582009,9,2
4482111,13,14
4381177,4,8
4382071,16,16
4381341,20,12
4482087,6,11
4381178,23,8
4381737,11,6
4381226,4,6
4381299,12,20
4381294,2,1
4382034,3,22
4482079,5,7
4482078,19,18
4381598,3,13
4482038,21,22
4482037,7,15
4482036,7,16
4482035,4,9
4482034,4,20
4482058,9,21
4482068,6,9
4482069,13,23
4482070,17,17
4482071,9,18
4482072,7,18
4482073,22,14
4482074,0,20
4382047,24,12
4482077,4,12
4482010,20,18
4281071,17,5
4281465,8,16
4381304,9,22
4382033,14,12
4381305,16,10
4382032,3,16
4381306,23,9
4381170,15,18
4381162,18,10
4381163,0,19
4381181,2,2
4381169,16,22
4381171,3,23
4381172,8,4
4381173,14,17
4381174,13,2
4482007,2,24
4381102,15,18
4381101,6,5
4381263,15,11
4381100,4,7
4381099,16,24
4381098,15,8
4381260,14,23
4381258,2,12
4381192,1,22
4281196,22,5
4381266,11,12
4281193,5,16
4381010,10,6
4281417,17,15
4380005,6,20
4381546,2,21
4482134,14,0
4381119,1,15
4381118,10,19
4381167,22,1
4381337,21,22
4381310,18,19
4381322,10,8
4285003,22,15
4381745,7,18
4381006,0,13
4381151,20,10
4381071,11,18
4381480,13,6
4381069,18,12
4381068,18,10
4381066,12,14
4381054,22,24
4381023,12,4
4381018,12,18
4381007,8,3
4281472,23,19
4281473,0,9
4381019,15,9
4281429,15,1
4381031,6,12
4381030,5,18
4381029,3,10
4381746,2,21
4381392,10,17
4381374,3,19
4381373,14,12
4381551,0,23
4381555,0,0
4281266,21,17
4281230,5,13
4281157,2,0
4281233,20,10
4281119,24,6
4281235,16,2
4281246,3,24
4281237,19,0
4281242,1,1
4282009,18,13
4281236,6,11
4381559,3,12
4281219,0,9
4281211,8,4
4381567,23,14
4381568,2,12
4381569,15,4
4381570,0,17
4381571,20,19
4381152,24,14
4381573,20,23
4381434,6,13
4381565,21,9
4381563,12,19
4381532,3,20
4381533,2,22
4381536,19,7
4281061,2,7
4281062,1,13
4281063,19,11
4281064,10,9
4281065,18,10
4281042,15,8
4281059,5,20
4281057,12,2
4281034,10,4
4281035,6,19
4281036,16,15
4281037,16,19
4281038,15,16
4281039,12,18
4281049,7,1
4281041,12,6
4281033,3,23
4281043,14,9
4281044,8,0
4281045,19,22
4281046,17,8
4381539,17,16
4282023,6,13
4282012,5,2
4282001,14,6
4282013,24,8
4282014,2,18
4382058,12,18
4382059,5,10
4282020,0,4
4282019,6,16
4382053,2,22
4282017,9,19
4282015,14,7
4282010,1,21
4282005,10,2
4282003,12,1
4181029,9,12
4181027,12,7
4181026,11,10
4281187,19,10
4181017,2,21
4181023,5,18
4583006,2,2
4382016,7,21
4281188,5,16
4281189,9,20
4281190,24,22
4281228,24,7
4281215,14,6
4281214,3,3
4181006,0,10
4181016,16,18
4181008,22,19
4181007,21,0
4181012,21,18
4181013,14,10
4181015,15,19
4181009,5,8
4181004,23,12
4181002,14,20
4186001,6,17
4185001,0,16
4185005,24,12
4185015,0,24
4185010,22,23
4185006,12,15
4185016,23,8
4285002,10,0
4180012,8,11
4180011,12,19
4281176,6,17
4281177,11,21
4281178,20,8
4281179,17,0
4281180,23,23
4281185,6,12
4381514,22,7
4281213,4,6
4281245,9,17
4281047,15,1
4281058,14,9
4281067,3,18
4281056,15,24
4281055,3,19
4281054,21,7
4281053,19,11
4281052,3,0
4281031,8,7
4281066,20,1
4281040,19,1
4281008,12,22
4281007,15,5
4281001,14,20
4281003,16,24
4281004,20,24
4281005,20,18
4281015,10,0
4281009,6,23
4281010,15,2
4281011,20,7
4281012,3,13
4281013,14,16
4281028,0,3
4281027,11,22
4281026,0,9
4281024,11,8
4281022,19,7
4281021,24,17
4281020,6,18
4281019,16,11
4281018,14,4
4281017,6,5
4281083,14,1
4281222,22,23
4281223,7,17
4281224,7,16
4281225,6,4
4281226,12,15
4281227,2,21
4281254,18,9
4281282,5,15
4281238,20,19
4281267,14,18
4281268,14,21
4281269,1,10
4281270,0,18
4281271,18,22
4281272,9,13
4283001,6,20
4382043,7,24
4185003,3,10
4382041,22,4
4185007,9,20
4381298,22,15
4381288,24,24
4382004,22,9
4482050,10,6
4282011,23,10
4382005,20,2
4281446,6,18
4382006,20,24
4382007,19,10
4382008,21,12
4381256,9,1
4381257,0,0
4381330,17,24
4381483,15,9
4381331,12,10
4281445,10,19
4381334,2,9
4382010,19,4
4383001,6,24
4382011,6,12
4382012,21,18
4381335,1,4
4383004,8,14
4281448,14,11
4281450,22,11
4281451,19,6
4383003,4,6
4381313,11,18
4381316,4,10
4384007,22,1
4381317,3,22
4484003,5,6
4381320,3,6
4484004,0,0
4483007,11,1
4483004,10,5
4381184,5,18
4285004,10,6
4381185,10,2
4285006,21,9
4381186,1,1
4381452,1,1
4284003,11,17
4381205,8,5
4381193,15,8
4285007,9,8
4381182,16,2
4381195,18,13
4381197,7,9
4381198,21,13
4381199,13,21
4381652,22,6
4381653,20,15
4381053,17,13
4381155,13,8
4381666,5,13
4381154,17,4
4381655,5,21
4381153,3,22
4381644,1,19
4381482,0,2
4381481,21,3
4381659,0,15
4381479,1,3
4381661,9,13
4381662,8,9
4381663,24,14
4381656,21,12
4381302,13,6
4381311,17,13
4381475,24,15
4381654,6,23
4381623,4,18
4381624,11,13
4381627,3,21
4381628,5,18
4281336,13,13
4381629,20,24
4381630,18,21
4383008,6,23
4381643,12,1
4281207,22,1
4381632,1,15
4381622,8,22
4381634,0,16
4281208,7,11
4281202,2,19
4281200,3,21
4381635,17,5
4282022,3,22
4381638,20,24
4281175,1,6
4381639,2,14
4381640,11,18
4381641,15,18
4381668,21,21
4381631,18,0
4582021,21,14
4381665,10,6
4482066,0,2
4482075,7,16
4482064,12,9
4381692,2,22
4381693,4,17
4482063,13,19
4482062,7,9
4281139,24,23
4482061,16,20
4281212,10,19
4281158,15,4
4482060,20,0
4281159,16,2
4381694,6,3
4482065,6,8
4381695,20,22
4281160,4,9
4381696,4,8
4281109,18,10
4281173,9,4
4482013,5,13
4281164,19,9
4281156,12,22
4281166,19,2
4381541,10,22
4281113,18,24
4281167,14,15
4381552,18,4
4281114,19,16
4281168,6,24
4381649,8,7
4281115,16,2
4281169,4,13
4281170,8,2
4281117,1,3
4382018,10,17
4281171,5,6
4382017,18,19
4381646,8,21
4281172,24,7
4281147,7,14
4381700,2,15
4281145,6,20
4381690,7,11
4381701,19,24
4281163,18,24
4381702,23,12
4281140,9,6
4381703,19,9
4281141,7,9
4381704,2,1
4281142,1,1
4381705,22,19
4281143,9,20
4381706,7,4
4281144,9,22
4381707,23,21
4281155,12,12
4381708,17,0
4281146,8,9
4281138,2,11
4281148,0,10
4382003,9,8
4381709,1,5
4381301,17,11
4381710,18,4
4281149,14,22
4381679,17,16
4281198,0,6
4381682,20,20
4381117,4,6
4281199,11,15
4381683,10,16
4381684,9,4
4281201,15,3
4381685,22,15
4381686,10,24
4281204,3,14
4381687,19,22
4381688,7,7
4381074,5,1
4381600,8,5
4281206,24,12
4381092,10,15
4381540,15,1
4381642,24,17
4281367,17,17
4281366,3,20
4381091,12,11
4281365,5,19
4381090,11,23
4381089,21,9
4281364,1,4
4281363,23,2
4281362,0,3
4381088,9,13
4281387,8,23
4281368,13,16
4381065,17,8
4381064,11,11
4381087,14,0
4381063,15,20
4381086,21,21
4381050,5,11
4381072,20,5
4381058,19,23
4281394,20,9
4381073,15,13
4281393,21,20
4381083,6,21
4281392,20,3
4381093,10,11
4281391,4,1
4381057,17,21
4381081,3,21
4381080,5,8
4381079,5,22
4281390,1,1
4381078,1,6
4281379,11,12
4281397,10,20
4281386,7,0
4281385,12,16
4381056,2,17
4381076,14,4
4381075,19,15
4281384,8,7
4281383,11,16
4281382,2,9
4381015,2,16
4381021,22,5
4381084,7,5
4381008,11,5
4381113,5,7
4381112,6,10
4381111,9,16
4281102,7,24
4381110,9,1
4281234,23,7
4281072,3,12
4381109,1,4
4281073,11,5
4381106,22,7
4381094,23,1
4381134,14,15
4381133,18,6
4281068,15,17
4381150,17,15
4281078,2,14
4281079,22,12
4381149,7,15
4281080,21,10
4381097,17,15
4381148,20,18
4381096,11,14
4381136,0,16
4381095,6,4
4281081,14,19
4281082,21,8
4381436,13,18
4281110,20,16
4281075,6,9
4281101,20,22
4381595,16,12
4281121,19,15
4381594,6,11
4281122,23,14
4381593,19,3
4281123,22,7
4281124,19,3
4381144,17,7
4281125,5,1
4281126,19,12
4281137,2,2
4281128,8,8
4281120,12,3
4381589,12,23
4281130,18,23
4281131,19,16
4381140,3,19
4281132,0,2
4281133,13,18
4281134,3,7
4281135,21,3
4381156,8,4
4281112,10,20
4381124,18,23
4281129,9,16
4381582,15,0
4381189,22,1
4381105,4,18
4381384,9,4
4381361,2,10
4381391,16,13
4281420,8,23
4281419,20,20
4281389,2,23
4281435,7,20
4381388,6,5
4281406,22,23
4281377,10,6
4381387,13,13
4281376,4,23
4281375,13,9
4281374,3,18
4281373,9,5
4381383,3,20
4281372,1,2
4381381,20,13
4381380,13,0
4281371,7,11
4281369,23,4
4381442,4,1
4381443,18,12
4382052,3,17
4382051,19,24
4382101,16,21
4382050,8,5
4381376,18,24
4381375,15,18
4381458,11,21
4381459,8,23
4281288,11,17
4281287,5,0
4281286,13,16
4281311,7,18
4281292,15,16
4281294,19,5
4281089,13,5
4281319,21,12
4281318,24,5
4281118,0,22
4281317,3,5
4482029,11,7
4281316,8,10
4381438,15,7
4381505,21,22
4281315,5,8
4381504,19,4
4281314,8,0
4281086,22,22
4281303,6,0
4281087,14,17
4281310,14,3
4281088,7,24
4281309,19,10
4281308,15,10
4482039,18,12
4481015,20,18
4381515,12,18
4281306,16,2
4381507,23,5
4481013,13,3
4381353,24,24
4481014,20,19
4381354,17,3
4381355,23,19
4481005,17,14
4381356,14,8
4381350,11,17
4481012,9,0
4381362,3,18
4381363,7,18
4381364,17,2
4381439,24,23
4381365,6,9
4281077,21,22
4381359,22,5
4281100,13,13
4281099,6,1
4381393,22,14
4381418,4,14
4281098,22,20
4381407,15,15
4381647,6,20
4381424,7,18
4381648,19,3
4381572,22,9
4381423,9,13
4381603,14,10
4381604,9,10
4381605,6,0
4381606,21,16
4381621,0,1
4381610,22,6
4381599,12,1
4381612,4,1
4381314,14,24
4384003,17,20
4384002,21,5
4381369,11,17
4384008,7,8
4384004,14,24
4281096,3,12
4381366,17,23
4281325,12,11
4381579,9,4
4381578,17,13
4381003,23,7
4381025,6,21
4281107,8,6
4281305,20,2
4281304,14,6
4381020,10,1
4381012,0,6
4281361,21,22
4281418,2,14
4281351,23,21
4281276,17,7
4281414,23,4
4281413,23,20
4281278,16,2
4281279,0,18
4281280,4,0
4281281,11,16
4281412,15,17
4281411,15,9
4281409,18,19
4281275,10,19
4281273,7,13
4281398,22,19
4281407,24,7
4281416,24,20
4281249,9,23
4281405,12,18
4281252,13,13
4281253,23,3
4281404,3,10
4281264,17,3
4281403,17,2
4281402,4,16
4281401,3,22
4281255,23,16
4281247,22,11
4281400,20,7
4281399,19,3
4281425,15,15
4281427,22,10
4281408,0,7
4281434,8,23
4281433,1,20
4281431,22,2
4281430,13,22
4381194,18,8
4281220,6,4
4381232,7,23
4281218,0,21
4381233,16,5
4281060,24,2
4181003,15,0
4381307,2,5
4181005,4,22
4381715,10,6
4381108,14,18
4381107,8,8
4381672,24,11
4281154,7,14
4381115,15,20
4381673,20,4
4281181,13,17
4281165,21,9
4381674,2,18
4381125,1,11
4281194,22,3
4381135,22,24
4281195,2,4
4381123,8,8
4381689,23,3
4381122,0,19
4381678,9,20
4381121,21,2
4381667,3,3
4381120,19,15
4281150,15,20
4381669,17,6
4281151,19,7
4381670,20,14
4281152,24,22
4381671,24,2
4281153,7,23
4281197,4,16
4381681,4,8
4381581,14,19
4281127,24,15
3968025,3,19
8390080,8,14
8390089,4,4
5293107,6,16
5759011,24,14
6480021,7,21
6480017,0,15
9703170,24,12
9704014,21,24
9703159,7,2
9703005,5,18
9703043,11,3
9700037,12,14
9703067,11,12
9705009,18,20
9703055,21,20
9703057,12,5
9602020,20,11
9700148,15,2
9703097,16,6
9703098,7,9
9703099,1,10
9703152,21,13
9501007,22,9
9701040,14,0
9703058,19,19
9703027,6,1
9703101,15,16
9703115,7,8
9703128,20,19
9703056,0,14
9705004,20,24
9703030,21,3
9703034,24,20
9703019,9,1
9703035,10,8
9703036,17,21
9703012,16,23
9703037,20,12
9703038,19,20
9703039,21,22
9705006,0,3
9703006,23,15
9703003,4,22
9703065,17,1
9703092,6,6
9700013,24,0
9398008,17,19
9801047,6,14
9703066,24,20
9704012,19,20
9703063,15,13
9703064,1,0
9700021,9,22
9602048,14,22
9500055,22,13
9600083,18,3
9602047,4,3
9704025,10,4
9704016,8,11
9704008,8,13
9702516,10,0
9702292,16,18
9701034,2,3
9804003,14,15
9702274,20,20
9701242,11,24
9701213,19,16
9601015,19,11
9498056,3,10
9701001,24,18
9701207,18,3
9701196,4,1
9699008,10,3
9701240,19,13
9701239,16,5
9701238,19,0
9701237,16,23
9701241,16,2
9701186,17,24
9703167,23,11
9601046,14,12
9700012,21,16
9700150,7,12
9700177,22,10
9603024,23,5
9700070,15,5
9700071,5,10
9700072,12,13
9700089,11,3
9700074,14,18
9700060,21,21
9500031,23,24
9700077,22,4
9700078,13,1
9500036,0,16
9500037,14,3
9700080,8,13
9700068,17,22
9700069,9,0
9700169,7,10
9700084,15,24
9700085,0,14
9700133,19,21
9700061,20,24
9700105,19,16
9700160,5,1
9500038,23,8
9700139,3,12
9700067,0,23
9700014,2,14
9603016,4,22
9601018,10,23
9699006,10,11
9602043,16,12
9500051,20,22
9502008,23,10
9602045,17,23
9500052,18,5
9700198,14,17
9603026,15,3
